model,benchmark,condition,items,accuracy,mean_logodds,median_logodds,mean_gold_probability,mean_seconds
qwen3_vl_4b,nextgqa,dose1,500,0.744,5.0036195704391,6.160791476024315,0.7444259084781287,0.08342172145843506
qwen3_vl_4b,nextgqa,dose2,500,0.776,5.321036330299441,6.413783819414675,0.7619994780944699,0.08209434938430786
qwen3_vl_4b,nextgqa,dose4,500,0.752,5.401763519597507,6.604909322981257,0.7529956256094399,0.08225718212127686
qwen3_vl_4b,nextgqa,dose8,500,0.76,5.520418594173589,6.806023495679256,0.7539640484065119,0.08239302062988281
qwen3_vl_4b,nextgqa,middle1,500,0.656,3.4000825193738713,3.554103394970298,0.6454482260293732,0.034311676025390626
qwen3_vl_4b,nextgqa,oracle4_distractor4,500,0.752,5.401763519597507,6.604909322981257,0.7529956256094399,0.08208698177337646
qwen3_vl_4b,nextgqa,oracle8,500,0.76,5.520418594173589,6.806023495679256,0.7539640484065119,0.0822835464477539
qwen3_vl_4b,nextgqa,oracle8_reversed,500,0.742,5.134564115418205,6.21097414358519,0.7442543309941848,0.08239580202102662
qwen3_vl_4b,nextgqa,oracle8_shuffled,500,0.76,5.4058720536911835,6.426803824317176,0.759882264723427,0.08242376947402955
qwen3_vl_4b,nextgqa,question_only,500,0.486,0.01318744879502472,-0.6340783387422562,0.47669743682282456,0.022357490062713623
qwen3_vl_4b,nextgqa,uniform16,500,0.776,5.1878389748104,5.972360577201471,0.7681476833720867,0.15202919244766236
qwen3_vl_4b,nextgqa,uniform32,500,0.794,4.967949024264247,5.6212572258664295,0.7737987092384757,0.29937392377853395
qwen3_vl_4b,nextgqa,uniform4,500,0.716,4.383064312108592,4.69076875410974,0.7089958361770838,0.05202359914779663
qwen3_vl_4b,nextgqa,uniform8,500,0.738,4.795494323982327,5.54364395677112,0.7335569267849302,0.08220221614837646
