model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
perception_lm_8b,lvbench,aks_fixedk8,25,0.32,-1.901179677733453,0.085,0.7870965535220297,32.0,0.3181696605682373
perception_lm_8b,lvbench,bolt_its8,25,0.32,-2.1275074088317343,0.08,0.7470965599949992,32.0,0.29430212020874025
perception_lm_8b,lvbench,dino_change8,25,0.28,-2.0033487387001516,0.07,0.7522578531532222,32.0,0.29406970024108886
perception_lm_8b,lvbench,dino_diversity8,25,0.24,-2.248209883468226,0.06,0.8903223237223109,32.0,0.29403664588928224
perception_lm_8b,lvbench,random8,25,0.32,-1.693430707771331,0.055,0.8219352446658432,32.0,0.2940399742126465
perception_lm_8b,lvbench,siglip_dino_submodular8,25,0.36,-1.9109380807331764,0.075,0.8258062125406002,32.0,0.2940091609954834
perception_lm_8b,lvbench,siglip_relevance8,25,0.32,-1.901179677733453,0.085,0.7870965535220297,32.0,0.29415603637695314
perception_lm_8b,lvbench,uniform8,25,0.28,-2.288044863168616,0.06,0.9999997113724595,32.0,0.294222469329834
