model,benchmark,condition,items,accuracy,mean_logodds,median_logodds,mean_gold_probability,mean_seconds
internvl35_38b,lvbench,dose1,500,0.52,0.19701135603084555,-0.33141326904296875,0.48284505080864254,0.5705445013046264
internvl35_38b,lvbench,dose2,500,0.572,0.6560540520444993,-0.040254831314086914,0.5324376961238103,0.5694265737533569
internvl35_38b,lvbench,dose4,500,0.614,1.0761042838271861,0.49766668677330017,0.5777988420824588,0.5695928831100464
internvl35_38b,lvbench,dose8,500,0.664,1.8394329958901192,1.1286933571100235,0.6254689704586391,0.5694595527648926
internvl35_38b,lvbench,middle1,500,0.324,-1.175893499778907,-1.1684394776821136,0.3173856804891012,0.11559769773483276
internvl35_38b,lvbench,oracle4_distractor4,500,0.614,1.0761042838271861,0.49766668677330017,0.5777988420824588,0.5692346405982971
internvl35_38b,lvbench,oracle8,500,0.664,1.8394329958901192,1.1286933571100235,0.6254689704586391,0.5692802481651306
internvl35_38b,lvbench,oracle8_reversed,500,0.654,1.7147923751294805,1.1149094551801682,0.6206462935309448,0.5692994937896728
internvl35_38b,lvbench,oracle8_shuffled,500,0.646,1.7116694998597584,1.1147554069757462,0.619961224866717,0.5690584216117859
internvl35_38b,lvbench,question_only,500,0.298,-1.336058549035457,-1.2587874382734299,0.2766524680482543,0.04528327751159668
internvl35_38b,lvbench,uniform16,500,0.406,-0.4337941266155102,-0.856482744216919,0.3952617273520856,1.1232368407249451
internvl35_38b,lvbench,uniform32,1,1.0,2.1009311378002167,2.1009311378002167,0.8909936422058429,2.2892773151397705
internvl35_38b,lvbench,uniform4,500,0.388,-0.7862313827467433,-0.9974836111068726,0.3586002014769049,0.31752240324020387
internvl35_38b,lvbench,uniform8,500,0.422,-0.5223777417485157,-0.855248749256134,0.39012665139674757,0.5789339156150818
