model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
qwen3_vl_32b,nextgqa,mdp3_8,495,0.8242424242424242,6.92392420608691,0.24898989898989898,0.8681417348084015,64.0,0.28293906510478317
qwen3_vl_32b,nextgqa,plain_dpp_8,495,0.8282828282828283,7.193527880759782,0.25202020202020203,0.8448933782267116,64.0,0.2820224275492659
