model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
internvl35_8b,lvbench,mdp3_8,500,0.398,-0.5056115370131665,0.027,0.8332380952380952,64.0,0.10989916276931763
internvl35_8b,lvbench,plain_dpp_8,500,0.418,-0.4733491700544855,0.0285,0.8143492063492064,64.0,0.10864036083221436
