model,benchmark,candidate_stratum,candidates,mean_utility,mean_context_std,sign_instability_rate
perception_lm_8b,nextgqa,boundary,1000,0.230598072164142,0.5965273383050774,0.542
perception_lm_8b,nextgqa,evidence,1000,0.6750252402931082,0.7775843676504572,0.445
perception_lm_8b,nextgqa,outside,2000,0.08176870632448527,0.47722779997501213,0.5915
