model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
qwen3_vl_32b,lvbench,aks_fixedk8,25,0.4,-0.7689275312388145,0.08,0.7231493974140503,128.0,0.28772435188293455
qwen3_vl_32b,lvbench,bolt_its8,25,0.24,-2.6076016518788676,0.075,0.7404722284130995,128.0,0.2638661003112793
qwen3_vl_32b,lvbench,dino_change8,25,0.2,-3.8310794476227965,0.07,0.6440942961629539,128.0,0.2642085647583008
qwen3_vl_32b,lvbench,dino_diversity8,25,0.36,-1.4508140901420756,0.08,0.8831493530994794,128.0,0.26458141326904294
qwen3_vl_32b,lvbench,random8,25,0.28,-2.334721244651519,0.065,0.7905509508061787,128.0,0.26440720558166503
qwen3_vl_32b,lvbench,siglip_dino_submodular8,25,0.4,-0.04371493082287088,0.08,0.7999997742181907,128.0,0.26414176940917966
qwen3_vl_32b,lvbench,siglip_relevance8,25,0.4,-0.7689275312388145,0.08,0.7231493974140503,128.0,0.26425268173217775
qwen3_vl_32b,lvbench,uniform8,25,0.16,-3.5255850433235287,0.06,0.9999997113724595,128.0,0.2645063781738281
