model,benchmark,topology,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
perception_lm_8b,nextgqa,boundary_outside,1500,-0.037634709673350454,0.007607347797602415,0.4189989921578416,0.48533333333333334
perception_lm_8b,nextgqa,evidence_boundary,1500,-0.14918941756190363,-0.01183521281927824,0.5800615444294225,0.5146666666666667
perception_lm_8b,nextgqa,evidence_evidence_distinct_interval,144,-0.28087030499370313,-0.029681731015443802,0.6600632932530281,0.5486111111111112
perception_lm_8b,nextgqa,evidence_evidence_same_interval,1356,-0.41083638712958853,-0.08955591171979904,0.8102534866378505,0.5892330383480826
perception_lm_8b,nextgqa,evidence_outside,1500,-0.039887333640798564,2.8528273105621338e-05,0.447615959816461,0.49866666666666665
perception_lm_8b,nextgqa,outside_outside,1500,-0.020073583406878794,-0.00995898047585797,0.34766772942073887,0.5126666666666667
