model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass,total_absolute_component_mass,fraction_absolute_component
internvl35_38b,nextgqa,1,1600,0.4867962782095819,1.0231726518709976,1637.0762429935962,4260.6763383497655,0.3842291957871798
internvl35_38b,nextgqa,2,2400,-0.23528870200595692,0.6477529995784606,1554.6071989883053,4260.6763383497655,0.3648733382997198
internvl35_38b,nextgqa,3,1600,0.15986261948964325,0.5420882838046474,867.3412540874358,4260.6763383497655,0.2035689137615584
internvl35_38b,nextgqa,4,400,-0.107159263956286,0.5041291057010707,201.6516422804283,4260.6763383497655,0.047328552151542094
