model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
internvl35_38b,herbench,mdp3_8,500,0.502,-0.476585490738973,0.03575,0.8598412698412699,64.0,0.5812437720298768
internvl35_38b,herbench,plain_dpp_8,500,0.502,-0.5026306715793908,0.03975,0.834952380952381,64.0,0.5802323956489563
