model,benchmark,oracle_headroom_logodds_delta,oracle_headroom_accuracy_delta,evidence_dose_8_vs_1_logodds_delta,evidence_dose_8_vs_1_accuracy_delta,context_interference_logodds_delta,context_interference_accuracy_delta,reverse_order_sensitivity_logodds_delta,reverse_order_sensitivity_accuracy_delta,shuffle_order_sensitivity_logodds_delta,shuffle_order_sensitivity_accuracy_delta,uniform8_vs_prior_logodds_delta,uniform8_vs_prior_accuracy_delta,middle1_vs_prior_logodds_delta,middle1_vs_prior_accuracy_delta,coverage_32_vs_4_logodds_delta,coverage_32_vs_4_accuracy_delta
perception_lm_8b,lvbench,2.282386009891846,0.256,1.5702282521697375,0.12,0.6701903041758672,0.064,0.11187549292218489,0.008,0.11446899061229124,0.016,0.8103615198450629,0.062,0.2747104972437069,0.034,0.40362309255756873,0.038
