pair_type,records,median,p90,p95,p99,p999,maximum,fraction_gt_5,fraction_gt_10,fraction_gt_15
evidence_evidence,27000,0.3408829058462288,2.294980205968026,4.0063664428191235,10.180715248873119,18.419956505850163,27.308945372409653,0.036037037037037034,0.010185185185185186,0.003074074074074074
outside_outside,27000,0.16795928026840556,0.7339565388858323,1.0813544766686385,2.4675949778419226,7.639940874378155,14.860088118228305,0.0023333333333333335,0.0006296296296296296,0.0
