model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
qwen3_vl_32b,lvbench,mdp3_8,500,0.482,0.21615555292568747,0.027,0.8332380952380952,64.0,0.2671207094192505
qwen3_vl_32b,lvbench,plain_dpp_8,500,0.472,0.21345798011882836,0.0285,0.8143492063492064,64.0,0.26628267192840577
