model,benchmark,pair_type,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
perception_lm_8b,herbench,boundary_outside,1500,0.0015645385324314703,0.014912188053131104,0.32920766602795143,0.472
perception_lm_8b,herbench,evidence_boundary,1500,-0.047371200349172186,-0.021197162568569183,0.41170750476698353,0.5206666666666667
perception_lm_8b,herbench,evidence_evidence,1500,-0.021509591250680388,0.010574020445346832,0.5208491749190726,0.49066666666666664
perception_lm_8b,herbench,evidence_outside,1500,0.006682427294688144,0.00368645042181015,0.38257912812261685,0.49266666666666664
perception_lm_8b,herbench,outside_outside,1500,0.015871896359623255,0.008910654112696648,0.273636873765868,0.48133333333333334
