model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
perception_lm_8b,lvbench,mdp3_8,500,0.436,-0.5304063192622498,0.027,0.8332380952380952,64.0,0.29150450277328493
perception_lm_8b,lvbench,plain_dpp_8,500,0.44,-0.5520213377812588,0.0285,0.8143492063492064,64.0,0.2902373700141907
