model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
qwen3_vl_32b,lvbench,mdp3_8,500,0.432,-0.12328991671621921,0.0255,0.822952380952381,64.0,0.2714624094963074
qwen3_vl_32b,lvbench,plain_dpp_8,500,0.45,-0.09485857012228979,0.02775,0.8087619047619048,64.0,0.2699151201248169
