model,benchmark,candidate_stratum,candidates,mean_utility,mean_context_std,sign_instability_rate
qwen3_vl_4b,lvbench,boundary,1000,0.9399060717833093,0.9841282802087251,0.53
qwen3_vl_4b,lvbench,evidence,1000,1.7744060227589242,1.2331146297405113,0.417
qwen3_vl_4b,lvbench,outside,2000,0.06456299395026013,0.5065874527659033,0.651
