model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass,total_absolute_component_mass,fraction_absolute_component
perception_lm_8b,herbench,1,1600,0.17711734742644694,0.7055563734089628,1128.8901974543405,3028.434928372357,0.3727635640700613
perception_lm_8b,herbench,2,2400,0.001101392190266779,0.4665718547338292,1119.7724513611902,3028.434928372357,0.36975285183459955
perception_lm_8b,herbench,3,1600,0.0381324012439245,0.39108295272466875,625.73272435947,3028.434928372357,0.20661917431251273
perception_lm_8b,herbench,4,400,-0.0375186667325579,0.38509888799339026,154.0395551973561,3028.434928372357,0.05086440978282641
