model,benchmark,topology,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
internvl35_8b,herbench,boundary_outside,1500,-0.008277266279760928,-9.352037568532978e-05,0.27554774825305445,0.5
internvl35_8b,herbench,evidence_boundary,1500,-0.03809675929259781,-0.006985843181610107,0.38253566399782235,0.518
internvl35_8b,herbench,evidence_evidence_distinct_interval,1143,-0.0131336683668832,-0.0047890543937683105,0.49469254828769266,0.5048118985126859
internvl35_8b,herbench,evidence_evidence_same_interval,357,0.008389639479032502,0.03263738751411438,0.37157757122053947,0.4649859943977591
internvl35_8b,herbench,evidence_outside,1500,-0.023109748181501345,-0.0006292834877967834,0.33863642983006864,0.5046666666666667
internvl35_8b,herbench,outside_outside,1500,-0.0033373771304541153,-0.0009387023746967316,0.2607262354406339,0.504
