model,benchmark,topology,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
qwen3_vl_32b,herbench,boundary_outside,1500,0.03368572929169776,0.006017476320266724,0.49563928965176446,0.48133333333333334
qwen3_vl_32b,herbench,evidence_boundary,1500,-0.11944550472380555,-0.0444902628660202,0.7167834602554889,0.5373333333333333
qwen3_vl_32b,herbench,evidence_evidence_distinct_interval,1143,-0.053057077127664276,-0.009168744087197922,1.0589781856376514,0.5179352580927384
qwen3_vl_32b,herbench,evidence_evidence_same_interval,357,-0.18244788458293032,-0.044319474051008,0.8873919950964447,0.5210084033613446
qwen3_vl_32b,herbench,evidence_outside,1500,-0.06075783858933844,-0.04085875395685434,0.6428382564302271,0.53
qwen3_vl_32b,herbench,outside_outside,1500,-0.018723493488250274,-4.887652721663471e-06,0.4324815941486033,0.508
