model,benchmark,oracle_headroom_logodds_delta,oracle_headroom_accuracy_delta,evidence_dose_8_vs_1_logodds_delta,evidence_dose_8_vs_1_accuracy_delta,context_interference_logodds_delta,context_interference_accuracy_delta,reverse_order_sensitivity_logodds_delta,reverse_order_sensitivity_accuracy_delta,shuffle_order_sensitivity_logodds_delta,shuffle_order_sensitivity_accuracy_delta,uniform8_vs_prior_logodds_delta,uniform8_vs_prior_accuracy_delta,middle1_vs_prior_logodds_delta,middle1_vs_prior_accuracy_delta,coverage_32_vs_4_logodds_delta,coverage_32_vs_4_accuracy_delta
internvl35_8b,herbench,0.6536947048630681,0.138,0.7289325017355149,0.14,0.42541101404221265,0.072,1.395812460964764,0.226,0.9101733500891133,0.184,0.44200382672724664,0.138,0.4171841068167996,0.072,-0.3187720799089875,-0.074
