model,benchmark,condition,items,accuracy,mean_logodds,median_logodds,mean_gold_probability,mean_seconds
qwen3_vl_4b,herbench,dose1,500,0.508,-0.5735763714839206,-0.048013508319854736,0.48618140679627625,0.08586660575866699
qwen3_vl_4b,herbench,dose2,500,0.528,-0.14374491970183156,0.26411405205726624,0.5168532426631263,0.08510757732391358
qwen3_vl_4b,herbench,dose4,500,0.566,0.5608182468502989,0.7283312678337097,0.5509962578115338,0.08525081396102906
qwen3_vl_4b,herbench,dose8,500,0.632,1.687673461535187,1.7396807745099068,0.6180056542955769,0.08533877563476562
qwen3_vl_4b,herbench,middle1,500,0.454,-2.185631035164751,-1.7987852096557617,0.4297425785936043,0.03701059913635254
qwen3_vl_4b,herbench,oracle4_distractor4,500,0.566,0.5608182468502989,0.7283312678337097,0.5509962578115338,0.08543538808822632
qwen3_vl_4b,herbench,oracle8,500,0.632,1.687673461535187,1.7396807745099068,0.6180056542955769,0.0855964994430542
qwen3_vl_4b,herbench,oracle8_reversed,500,0.438,-0.8309725255214438,-1.015868291258812,0.4381048429893978,0.0858047866821289
qwen3_vl_4b,herbench,oracle8_shuffled,500,0.466,0.08590247305150986,-0.498075395822525,0.4757715135524073,0.08629685544967651
qwen3_vl_4b,herbench,question_only,500,0.332,-1.6643934263509295,-1.901017501950264,0.3347051573097317,0.02455991744995117
qwen3_vl_4b,herbench,uniform16,500,0.492,-0.42241920569404373,-0.2766672968864441,0.47702481404133573,0.15602238941192628
qwen3_vl_4b,herbench,uniform32,500,0.51,-0.15143473098785534,-0.16962599754333496,0.48747310505686897,0.2999027509689331
qwen3_vl_4b,herbench,uniform4,500,0.482,-1.1114561579622368,-0.760785236954689,0.45912861291110146,0.05535093450546265
qwen3_vl_4b,herbench,uniform8,500,0.486,-0.8174051132534653,-0.30596065521240234,0.4739973275945996,0.08585550975799561
