model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass,total_absolute_component_mass,fraction_absolute_component
perception_lm_8b,lvbench,1,1600,0.8493633614459811,1.2859965839254244,2057.594534280679,5325.554749196705,0.38636247887434483
perception_lm_8b,lvbench,2,2400,-0.4346997475286461,0.8167497065428388,1960.1992957028133,5325.554749196705,0.3680741984670208
perception_lm_8b,lvbench,3,1600,0.3272484632141202,0.6684582017842297,1069.5331228547675,5325.554749196705,0.20083036852002947
perception_lm_8b,lvbench,4,400,-0.26054229770337317,0.5955694908961141,238.22779635844563,5325.554749196705,0.044732954138604876
