model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass
perception_lm_8b,lvbench,0,400,-1.15208634193261,2.7450904766120936,1098.0361906448375
perception_lm_8b,lvbench,1,1600,0.8493633614459811,1.2859965839254244,2057.594534280679
perception_lm_8b,lvbench,2,2400,-0.4346997475286461,0.8167497065428388,1960.1992957028133
perception_lm_8b,lvbench,3,1600,0.3272484632141202,0.6684582017842297,1069.5331228547675
perception_lm_8b,lvbench,4,400,-0.26054229770337317,0.5955694908961141,238.22779635844563
