model,benchmark,robustness_condition,pair_type,cells,mean_interaction,mean_absolute_interaction,max_absolute_interaction
qwen3_vl_32b,nextgqa,hard_distractor,evidence_evidence,25,0.3859468758864202,0.8805858879485643,7.6264329249970615
qwen3_vl_32b,nextgqa,hard_distractor,outside_outside,25,0.00888161071504129,0.5361058858674661,2.3753811149072135
