model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
qwen3_vl_32b,herbench,aks_fixedk8,1971,0.4885844748858447,-0.07030109990336189,0.02271689497716895,0.7203208688075747,64.0,0.28951498326282704
qwen3_vl_32b,herbench,bolt_its8,1971,0.504312531709792,0.1099848264703551,0.02134703196347032,0.7481124532755875,64.0,0.2890185342108399
qwen3_vl_32b,herbench,dino_change8,1971,0.47539320142059865,-0.2252913345575959,0.030593607305936073,0.6253735984154533,64.0,0.2889829856499024
qwen3_vl_32b,herbench,dino_diversity8,1971,0.49822425164890916,0.05402688564160555,0.020776255707762557,0.8717134172657633,64.0,0.28904682122651
qwen3_vl_32b,herbench,random8,1971,0.49974632166412986,-0.06557615975738672,0.02442922374429224,0.8014409623047865,64.0,0.28901490470832036
qwen3_vl_32b,herbench,siglip_dino_submodular8,1971,0.49670218163368846,-0.0065470035730425145,0.024885844748858448,0.7915517058917059,64.0,0.2890232564954211
qwen3_vl_32b,herbench,siglip_relevance8,1971,0.4885844748858447,-0.07030109990336189,0.02271689497716895,0.7203208688075747,64.0,0.2889815749764019
qwen3_vl_32b,herbench,uniform8,1971,0.4895991882293252,-0.04415330242623681,0.018493150684931507,0.9999932425710246,64.0,0.28899546881607496
