model,benchmark,robustness_condition,pair_type,cells,mean_interaction,mean_absolute_interaction,max_absolute_interaction
internvl35_38b,nextgqa,direct_rgb_png,evidence_evidence,75,-0.011531349033963731,0.6605473858632589,4.036988700856455
internvl35_38b,nextgqa,direct_rgb_png,outside_outside,75,-0.009987711254580063,0.2765484512549786,1.8603393009398133
