model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
perception_lm_8b,herbench,aks_fixedk8,25,0.28,-2.1714655683934687,0.045,0.7896730713961737,32.0,0.3310683059692383
perception_lm_8b,herbench,bolt_its8,25,0.32,-2.2335585728660226,0.06,0.7496731919548061,32.0,0.30771063804626464
perception_lm_8b,herbench,dino_change8,25,0.32,-2.324862667098641,0.025,0.7677376165330646,32.0,0.3078860092163086
perception_lm_8b,herbench,dino_diversity8,25,0.2,-2.3438157930970194,0.025,0.8812854333007486,32.0,0.307911319732666
perception_lm_8b,herbench,random8,25,0.28,-2.2147568850964308,0.03,0.8012856223729156,32.0,0.3078394317626953
perception_lm_8b,herbench,siglip_dino_submodular8,25,0.2,-2.693773476630449,0.03,0.841285678877203,32.0,0.3079209327697754
perception_lm_8b,herbench,siglip_relevance8,25,0.28,-2.1714655683934687,0.045,0.7896730713961737,32.0,0.3078726863861084
perception_lm_8b,herbench,uniform8,25,0.24,-2.38428249835968,0.015,0.999994304890151,32.0,0.3081733989715576
