model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass,total_absolute_component_mass,fraction_absolute_component
perception_lm_8b,nextgqa,1,1600,0.5469499188257825,1.0316734518132085,1650.6775229011334,4103.166081306686,0.40229361673204855
perception_lm_8b,nextgqa,2,2400,-0.2635143565556026,0.6192910491209954,1486.2985178903891,4103.166081306686,0.3622321125780669
perception_lm_8b,nextgqa,3,1600,0.18119574344570588,0.4897472946923974,783.5956715078358,4103.166081306686,0.19097342295691175
perception_lm_8b,nextgqa,4,400,-0.12638096819299605,0.456485922518318,182.5943690073272,4103.166081306686,0.04450084773297273
