model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass
perception_lm_8b,nextgqa,0,400,2.396337987608774,4.386167096576453,1754.4668386305812
perception_lm_8b,nextgqa,1,1600,0.5469499188257825,1.0316734518132085,1650.6775229011334
perception_lm_8b,nextgqa,2,2400,-0.2635143565556026,0.6192910491209954,1486.2985178903891
perception_lm_8b,nextgqa,3,1600,0.18119574344570588,0.4897472946923974,783.5956715078358
perception_lm_8b,nextgqa,4,400,-0.12638096819299605,0.456485922518318,182.5943690073272
