model,benchmark,pair_type,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
perception_lm_8b,lvbench,boundary_outside,75,-0.010386434714309872,0.01275557279586792,0.20136370854607472,0.48
perception_lm_8b,lvbench,evidence_boundary,75,-0.25762418123175546,0.004443734884262085,0.5135851985920453,0.49333333333333335
perception_lm_8b,lvbench,evidence_evidence,75,-0.6104690845044873,-0.12279640138149261,0.8039650443427188,0.6133333333333333
perception_lm_8b,lvbench,evidence_outside,75,-0.04174250491079874,0.012678056955337524,0.3234460739166631,0.49333333333333335
perception_lm_8b,lvbench,outside_outside,75,-0.005117071203130763,-0.009557068347930908,0.2079369500266815,0.5066666666666667
