model,benchmark,budget,contrast,metric,source_video_clusters,estimate,ci_low,ci_high,p_two_sided,bootstrap_draws
qwen3_vl_32b,herbench,2,exhaustive_minus_pairwise,gold_probability_regret_reduction,48,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,herbench,2,exhaustive_minus_pairwise,accuracy_gain,48,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,herbench,3,pairwise_minus_singleton,optimal_set_recovery_gain,48,0.2328579695767196,0.1703100198412698,0.2960874462632274,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,pairwise_minus_singleton,logodds_regret_reduction,48,0.5057821410283568,0.36059483138618587,0.6571355370608337,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,pairwise_minus_singleton,gold_probability_regret_reduction,48,0.023701299223001886,0.011214624244105537,0.03853282561798327,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,pairwise_minus_singleton,accuracy_gain,48,0.0160135582010582,-0.0015511326058201057,0.03490854414682539,0.0993900609939006,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_singleton,optimal_set_recovery_gain,48,0.5325768849206349,0.47748739252645506,0.5873431299603175,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_singleton,logodds_regret_reduction,48,0.7739673206968689,0.6121844158775129,0.943302503851511,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_singleton,gold_probability_regret_reduction,48,0.03762464089890726,0.024714719176787192,0.05435415546281716,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_singleton,accuracy_gain,48,0.034093915343915336,0.014074384093915343,0.060715319113756584,0.0008999100089991,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_pairwise,optimal_set_recovery_gain,48,0.2997189153439153,0.2512065972222222,0.3458086350859788,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_pairwise,logodds_regret_reduction,48,0.26818517966851213,0.20599689603679133,0.33612163926682814,9.999000099990002e-05,10000
