model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
perception_lm_8b,nextgqa,aks_fixedk8,25,0.72,2.5146185323945245,0.415,0.5281701891487913,128.0,0.313252420425415
perception_lm_8b,nextgqa,bolt_its8,25,0.68,2.967880006046962,0.355,0.7278436574794391,128.0,0.28835323333740237
perception_lm_8b,nextgqa,dino_change8,25,0.68,3.1616564442084565,0.405,0.4141563620143293,128.0,0.28827534675598143
perception_lm_8b,nextgqa,dino_diversity8,25,0.8,3.27184386245066,0.32,0.8698844172778728,128.0,0.2883807945251465
perception_lm_8b,nextgqa,random8,25,0.72,2.926483692078691,0.335,0.8179175488090326,128.0,0.28833622932434083
perception_lm_8b,nextgqa,siglip_dino_submodular8,25,0.68,3.013411781137311,0.335,0.7605990285443341,128.0,0.288375997543335
perception_lm_8b,nextgqa,siglip_relevance8,25,0.72,2.5146185323945245,0.415,0.5281701891487913,128.0,0.2882495880126953
perception_lm_8b,nextgqa,uniform8,25,0.68,2.764743616047399,0.26,0.9999573493576805,128.0,0.2883141994476318
