model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds,logodds_rank,accuracy_rank
videollama3_7b,herbench,siglip_relevance8,1971,0.3764586504312531,-1.0993003077138326,0.0227168949771689,0.7203208688075747,64.0,1.6215532544541031,1.0,2.0
videollama3_7b,herbench,uniform8,1971,0.3729071537290715,-1.107873552516651,0.0184931506849315,0.9999932425710246,64.0,1.6217838151390815,6.0,5.0
videollama3_7b,lvbench,aks_fixedk8,1549,0.342156229825694,-1.2180723249052487,0.1942382182052937,0.7595271714807882,64.0,1.4879939008174672,1.0,1.0
videollama3_7b,lvbench,bolt_its8,1549,0.3298902517753389,-1.2352688192366457,0.1843124596513879,0.751165403565621,64.0,1.4883219082945005,4.0,3.0
videollama3_7b,lvbench,dino_change8,1549,0.2905100064557779,-1.3138018357991363,0.1968205293737895,0.759455434921056,64.0,1.4881107754827392,7.0,8.0
videollama3_7b,lvbench,dino_diversity8,1549,0.2969657843770174,-1.3224397595211854,0.1993221433182698,0.8764689424826209,64.0,1.487767374076868,8.0,6.0
videollama3_7b,lvbench,random8,1549,0.3169786959328599,-1.2820706498887922,0.190848934796643,0.8037031232524444,64.0,1.4875835433477276,5.0,5.0
videollama3_7b,lvbench,siglip_dino_submodular8,1549,0.3234344738540994,-1.2332806866249253,0.1917366042608134,0.8216870708586227,64.0,1.487577623671451,3.0,4.0
videollama3_7b,lvbench,siglip_relevance8,1549,0.342156229825694,-1.2180723249052487,0.1942382182052937,0.7595271714807882,64.0,1.4876088397282796,1.0,1.0
videollama3_7b,lvbench,uniform8,1549,0.2943834732085216,-1.3103849726408634,0.1793899289864428,0.999999703573411,64.0,1.4872051248864406,6.0,7.0
videollama3_7b,nextgqa,aks_fixedk8,5482,0.606165632980664,-0.1394742265316824,0.2862094126231302,0.5976181917183356,64.0,0.867189815034835,5.0,6.0
videollama3_7b,nextgqa,bolt_its8,5482,0.6154688070047428,-0.0981461568421248,0.2759485589201021,0.733573084288007,64.0,0.8670774776541548,1.0,1.0
videollama3_7b,nextgqa,dino_change8,5482,0.5946734768332725,-0.2133953880175672,0.2651860634804815,0.5362762664939361,64.0,0.8669658142995852,8.0,8.0
videollama3_7b,nextgqa,dino_diversity8,5482,0.6130974097044875,-0.1544169674518585,0.2499771981028821,0.8420422612502233,64.0,0.8665419174606285,7.0,3.0
videollama3_7b,nextgqa,random8,5482,0.6099963516964612,-0.1221211941210116,0.2606712878511492,0.8039653691676504,64.0,0.8665657938505255,3.0,5.0
videollama3_7b,nextgqa,siglip_dino_submodular8,5482,0.6101787668734039,-0.136430505458782,0.2666453848960233,0.798319388464003,64.0,0.8665197420102843,4.0,4.0
videollama3_7b,nextgqa,siglip_relevance8,5482,0.606165632980664,-0.1394742265316824,0.2862094126231302,0.5976181917183356,64.0,0.8666123214406456,5.0,6.0
videollama3_7b,nextgqa,uniform8,5482,0.6154688070047428,-0.1217749098440957,0.2286574242977015,0.9999650866261828,64.0,0.8665801910360726,2.0,1.0
videollama3_7b,videomme,aks_fixedk8,2700,0.4244444444444444,-0.8292599841542715,,0.6920951917962167,64.0,1.4934475018359996,2.0,2.0
videollama3_7b,videomme,bolt_its8,2700,0.4348148148148148,-0.8138846606839689,,0.739460753321632,64.0,1.493886022567749,1.0,1.0
videollama3_7b,videomme,dino_change8,2700,0.3992592592592592,-0.9213699367266424,,0.7169096361707167,64.0,1.494364378363998,8.0,8.0
videollama3_7b,videomme,dino_diversity8,2700,0.4107407407407407,-0.9142134979565594,,0.8727991443858245,64.0,1.493993055732162,7.0,5.0
videollama3_7b,videomme,random8,2700,0.4085185185185185,-0.8541450801888412,,0.8000776091105167,64.0,1.4940768086468732,4.0,6.0
videollama3_7b,videomme,siglip_dino_submodular8,2700,0.4162962962962963,-0.8661750193051476,,0.8154509198349512,64.0,1.4939444611690662,5.0,4.0
videollama3_7b,videomme,siglip_relevance8,2700,0.4244444444444444,-0.8292599841542715,,0.6920951917962167,64.0,1.4939613290186282,2.0,2.0
videollama3_7b,videomme,uniform8,2700,0.4055555555555555,-0.8889895212047958,,0.9999941350954964,64.0,1.4935959443339597,6.0,7.0
