model,benchmark,order,components,mean_component,mean_absolute_component,absolute_component_mass,total_absolute_component_mass,fraction_absolute_component
qwen3_vl_32b,nextgqa,1,1600,1.0241842354245552,1.9211240437555566,3073.7984700088905,8094.157026651489,0.37975523082735463
qwen3_vl_32b,nextgqa,2,2400,-0.577883602459096,1.2363944590104894,2967.346701625175,8094.157026651489,0.36660355017262997
qwen3_vl_32b,nextgqa,3,1600,0.4252554637863218,1.0329574682863312,1652.73194925813,8094.157026651489,0.2041882735677364
qwen3_vl_32b,nextgqa,4,400,-0.2575841904842487,1.0006997643982338,400.27990575929357,8094.157026651489,0.04945294543227898
