model,benchmark,pair_type,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
perception_lm_8b,lvbench,boundary_outside,1500,0.030341670175960494,-0.0002210363745689392,0.27637088501135304,0.5033333333333333
perception_lm_8b,lvbench,evidence_boundary,1500,-0.2286090847716044,-0.01164085790514946,0.57539357160374,0.53
perception_lm_8b,lvbench,evidence_evidence,1500,-0.5499312926930354,-0.07290612164069898,0.9187043286813765,0.594
perception_lm_8b,lvbench,evidence_outside,1500,0.012620318512482678,0.0019927634857594967,0.3500239322557335,0.49333333333333335
perception_lm_8b,lvbench,outside_outside,1500,-0.013920798058383753,-0.009854048490524292,0.20557133036542366,0.526
