model,benchmark,metric,new_selector,comparator,items,source_video_clusters,equal_video_estimate,ci_low,ci_high,p_two_sided,p_bh_within_metric
qwen3_vl_32b,nextgqa,gold_vs_rest_logodds,mdp3_8,uniform8,495,380,0.2703960309444035,-0.02956941757784737,0.5786906541299817,0.08409159084091591,0.15524601386015244
qwen3_vl_4b,herbench,gold_vs_rest_logodds,mdp3_8,uniform8,500,49,0.634005555470063,0.22721592372379878,1.0262916321226596,0.0034996500349965005,0.0221977802219778
qwen3_vl_4b,lvbench,gold_vs_rest_logodds,mdp3_8,uniform8,500,103,0.6737391212186812,0.23279469494062227,1.141831310222702,0.0052994700529947,0.027768651706257946
qwen3_vl_4b,nextgqa,gold_vs_rest_logodds,mdp3_8,uniform8,495,380,0.3768812639030358,0.07878305385866369,0.6767513618971285,0.0115988401159884,0.04073738967566658
videollama3_7b,herbench,gold_vs_rest_logodds,mdp3_8,uniform8,500,49,0.025455280740960783,-0.008668660798627657,0.060541350863898134,0.1628837116288371,0.26354218510733196
videollama3_7b,lvbench,gold_vs_rest_logodds,mdp3_8,uniform8,500,103,0.09957200682967889,0.003668517997515085,0.19874290008461717,0.048295170482951705,0.10401347924909002
videollama3_7b,nextgqa,gold_vs_rest_logodds,mdp3_8,uniform8,495,380,0.008513192116005113,-0.03755509239108825,0.05446001798991855,0.7196280371962803,0.8263173682631737
internvl35_38b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,49,0.1709845673186456,-0.010397342674646317,0.35317671136303586,0.07639236076392361,0.14474342039480265
internvl35_38b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,103,0.18168816049415756,0.04115146382256063,0.33027301405980963,0.015398460153984602,0.0470952904709529
internvl35_38b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,495,380,0.03838293152692951,-0.15349482817480933,0.23502930094281224,0.7026297370262974,0.8225909116405433
internvl35_8b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,49,-0.02353083070759681,-0.20932880721759348,0.15647700775453408,0.8088191180881912,0.8890836107228972
internvl35_8b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,103,0.18942116967067518,0.030633723888681682,0.35932619128015736,0.026297370262973702,0.06529002272186575
internvl35_8b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,495,380,0.07505278991203305,-0.1067194324550487,0.2610135977272746,0.43515648435156484,0.5802086458020864
perception_lm_8b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,49,0.46280293104064807,0.2445111648838575,0.6806104183410846,0.00039996000399960006,0.0047995200479952005
perception_lm_8b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,103,0.2642861018625231,0.07169102370798014,0.4541634792331374,0.0081991800819918,0.03191032248126539
perception_lm_8b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,495,380,0.19033578707456808,-0.019153035601593097,0.40308667015587135,0.0746925307469253,0.14340965903409658
qwen3_vl_32b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,49,0.3077875472750843,-0.044646030116134224,0.6692740847438668,0.10238976102389762,0.17346030102872068
qwen3_vl_32b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,103,0.5488181865215009,0.18419489582539095,0.9482777768971057,0.0045995400459954,0.026493350664933506
qwen3_vl_32b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,495,380,0.4359902391411564,0.08594482265011683,0.7845460337771079,0.013498650134986502,0.043195680431956804
qwen3_vl_4b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,49,0.599727012886536,0.19295779152062476,1.0243344050103287,0.0072992700729927005,0.030914555603263203
qwen3_vl_4b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,103,0.5056668275544356,0.1827973857079392,0.8419204002205316,0.0036996300369963003,0.0221977802219778
qwen3_vl_4b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,495,380,0.533940737332104,0.1779609359317435,0.889977176483268,0.0032996700329967,0.0221977802219778
videollama3_7b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,49,0.04503354387669788,0.0033791689167990803,0.08611640044978125,0.0397960203979602,0.08954104589541045
videollama3_7b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,500,103,0.05440007829807594,-0.01793067419363708,0.1315543025369558,0.16478352164783522,0.26365363463653635
videollama3_7b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_relevance8,495,380,0.03889492815237885,-0.02028324106508016,0.10166361849821423,0.21647835216478353,0.3247175282471753
internvl35_38b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,49,0.12564611663574848,-0.003667178511082251,0.25283532448530077,0.0634936506349365,0.12918144805237788
internvl35_38b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,103,0.13903463203544986,0.004508555253059912,0.27197549807824273,0.04839516048395161,0.10401347924909002
internvl35_38b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,495,380,0.02875998809847026,-0.10896326324647267,0.16841243357569832,0.683031696830317,0.8062013470784068
internvl35_8b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,49,0.004352482517681701,-0.13575139631098207,0.14709490853838791,0.9525047495250475,0.9591656218993484
internvl35_8b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,103,0.19736719183345,0.05126356900242241,0.3447260998310649,0.010698930106989302,0.038516148385161486
internvl35_8b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,495,380,0.01231672795708735,-0.14640008897639112,0.16538662125625597,0.8758124187581242,0.915351943066563
perception_lm_8b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,49,0.22035091670229892,0.05698947939232118,0.38648736311293935,0.012798720127987202,0.04188672041886721
perception_lm_8b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,103,0.29351652067038,0.12648363393138348,0.46571976192377373,0.0014998500149985001,0.012704611891752
perception_lm_8b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,495,380,-0.0077671506209953415,-0.1639836943038742,0.14787323840810926,0.922007799220078,0.9416249864375266
qwen3_vl_32b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,49,0.3507276277292331,-0.02430636497553094,0.7346323173733267,0.08039196080391961,0.1503434072177198
qwen3_vl_32b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,103,0.7310245903846254,0.4158489414422379,1.0599198950104158,9.999000099990002e-05,0.0017998200179982003
qwen3_vl_32b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,495,380,0.016980183528247823,-0.24080005582237862,0.2817518246728753,0.895010498950105,0.9272051212144972
qwen3_vl_4b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,49,0.3192052122620021,-0.03580544922475118,0.6693247550075652,0.08689131086891311,0.1562510415625104
qwen3_vl_4b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,103,0.42816803752020366,0.14349169118756522,0.7321782033969103,0.005099490050994901,0.027768651706257946
qwen3_vl_4b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,495,380,0.050496084659609114,-0.22567783215896506,0.33261272116877594,0.7230276972302769,0.8263173682631737
videollama3_7b,herbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,49,0.029394467388151907,-0.002910290015595478,0.06381549115244792,0.09819018098190181,0.1683260245404031
videollama3_7b,lvbench,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,500,103,0.046165647147038774,-0.022145019397927495,0.1144714165705008,0.18908109189081093,0.2896561407689019
videollama3_7b,nextgqa,gold_vs_rest_logodds,mdp3_8,siglip_dino_submodular8,495,380,0.021916368002227193,-0.01998195300594569,0.06493268318027011,0.3203679632036796,0.4435864105897102
internvl35_38b,herbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,49,0.08988647068592096,-0.0720308766586876,0.254997940300219,0.2826717328267173,0.4070472952704729
internvl35_38b,lvbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,103,0.2253685903069794,0.022275212195816973,0.4381269848327943,0.0380961903809619,0.08707700658505578
internvl35_38b,nextgqa,gold_vs_rest_logodds,mdp3_8,bolt_its8,495,380,-0.02934707348729216,-0.18530777157514577,0.12445698635085377,0.7106289371062894,0.8252465076073038
internvl35_8b,herbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,49,-0.0871479776875258,-0.24871233684352517,0.07626918827295165,0.3104689531046895,0.43830911026544406
internvl35_8b,lvbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,103,0.23831072790822236,0.020718043067945547,0.4562725809402239,0.034896510348965105,0.08104995952017703
internvl35_8b,nextgqa,gold_vs_rest_logodds,mdp3_8,bolt_its8,495,380,-0.03575661512663098,-0.19789196493496541,0.1289270449535335,0.6667333266673333,0.8056053898742356
perception_lm_8b,herbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,49,0.2920609332390274,0.09238597347051747,0.5044995020314254,0.0084991500849915,0.032207305585230946
perception_lm_8b,lvbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,103,0.2421238381989138,-0.004498878428719373,0.48394158636141504,0.058394160583941604,0.12186607426213901
perception_lm_8b,nextgqa,gold_vs_rest_logodds,mdp3_8,bolt_its8,495,380,-9.44531310511035e-05,-0.17057789966928663,0.17033934584369834,0.9992000799920008,0.9992000799920009
qwen3_vl_32b,herbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,49,0.0921388238118208,-0.33122227820176026,0.5227278048086771,0.676932306769323,0.8056053898742356
qwen3_vl_32b,lvbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,103,0.9257807198973522,0.3947334509746182,1.455707264743889,0.0010998900109989002,0.009899010098990102
qwen3_vl_32b,nextgqa,gold_vs_rest_logodds,mdp3_8,bolt_its8,495,380,0.2284402197643327,-0.1291815918667008,0.5991290431203745,0.21247875212478753,0.3220730558523095
qwen3_vl_4b,herbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,49,0.21860904329548758,-0.1440877757446341,0.5683861908264102,0.23457654234576542,0.34823734121433214
qwen3_vl_4b,lvbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,103,0.4860254225537605,0.09623773676634349,0.880183294245372,0.0156984301569843,0.0470952904709529
qwen3_vl_4b,nextgqa,gold_vs_rest_logodds,mdp3_8,bolt_its8,495,380,0.22324764011440906,-0.09604500299035586,0.5522583161036362,0.1735826417358264,0.27169456967346745
videollama3_7b,herbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,49,-0.0047358269028973015,-0.0408950717584272,0.02957990958638931,0.8052194780521947,0.8890836107228972
videollama3_7b,lvbench,gold_vs_rest_logodds,mdp3_8,bolt_its8,500,103,0.023633084632685947,-0.04818953357555336,0.09730337247514607,0.5281471852814719,0.6790463810761781
videollama3_7b,nextgqa,gold_vs_rest_logodds,mdp3_8,bolt_its8,495,380,-0.017912202118691715,-0.06536596149181143,0.031079878767874696,0.4697530246975302,0.6205911518939848
internvl35_38b,herbench,gold_vs_rest_logodds,plain_dpp_8,uniform8,500,49,0.1745200114773013,0.014071393588966905,0.3462811585146849,0.044995500449955005,0.09968233945836186
internvl35_38b,lvbench,gold_vs_rest_logodds,plain_dpp_8,uniform8,500,103,0.47716289639080844,0.2962280482542843,0.6700309459583668,9.999000099990002e-05,0.0017998200179982003
internvl35_38b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,uniform8,495,380,0.10163279249238574,-0.0500375018409524,0.2555219432405197,0.1887811218878112,0.2896561407689019
