model,benchmark,metric,new_selector,comparator,items,source_video_clusters,equal_video_estimate,ci_low,ci_high,p_two_sided,p_bh_within_metric
internvl35_8b,nextgqa,correct,mdp3_8,uniform8,495,380,-0.0006578947368421064,-0.029166666666666664,0.028728070175438596,0.9535046495350465,0.9941133546219847
perception_lm_8b,herbench,correct,mdp3_8,uniform8,500,49,0.048790551851776345,0.005246230526842771,0.0942179532485655,0.035096490350964904,0.21057894210578942
perception_lm_8b,lvbench,correct,mdp3_8,uniform8,500,103,0.05082832485745108,0.0031271189705655736,0.0984309022961935,0.0367963203679632,0.21194680531946805
perception_lm_8b,nextgqa,correct,mdp3_8,uniform8,495,380,0.022807017543859647,-0.0026315789473684227,0.04824561403508772,0.08799120087991201,0.29466820759784484
qwen3_vl_32b,herbench,correct,mdp3_8,uniform8,500,49,0.024471616818555593,-0.019502587831669468,0.06656933061269796,0.28657134286571345,0.6348657441948113
qwen3_vl_32b,lvbench,correct,mdp3_8,uniform8,500,103,0.08590691940206503,0.03966674372014178,0.1316102249961473,0.0007999200079992001,0.030596940305969402
qwen3_vl_32b,nextgqa,correct,mdp3_8,uniform8,495,380,-0.0026315789473684206,-0.03114035087719298,0.025877192982456138,0.8674132586741325,0.9688802112155196
qwen3_vl_4b,herbench,correct,mdp3_8,uniform8,500,49,0.00552471904512721,-0.037653237493798716,0.048249825571254124,0.8055194480551945,0.9565092271260679
qwen3_vl_4b,lvbench,correct,mdp3_8,uniform8,500,103,0.07536985668053629,0.020515102481121886,0.13182819001386958,0.007899210078992101,0.09479052094790523
qwen3_vl_4b,nextgqa,correct,mdp3_8,uniform8,495,380,0.026973684210526316,-0.002631578947368419,0.057236842105263155,0.0811918808119188,0.291742254345994
videollama3_7b,herbench,correct,mdp3_8,uniform8,500,49,-0.0030351734433367097,-0.02791476593134756,0.02142319486069485,0.8075192480751925,0.9565092271260679
videollama3_7b,lvbench,correct,mdp3_8,uniform8,500,103,0.03233549083063646,-0.003907959623979041,0.06931075666512558,0.09709029097090291,0.2974681255278728
videollama3_7b,nextgqa,correct,mdp3_8,uniform8,495,380,0.0070175438596491255,-0.025877192982456138,0.03859649122807018,0.6599340065993401,0.9014041992027212
internvl35_38b,herbench,correct,mdp3_8,siglip_relevance8,500,49,-0.0025999510693388225,-0.0502677721937926,0.0452252396129947,0.9179082091790821,0.9941133546219847
internvl35_38b,lvbench,correct,mdp3_8,siglip_relevance8,500,103,-0.005617198335644937,-0.052912621359223304,0.03941458622283863,0.817018298170183,0.9565092271260679
internvl35_38b,nextgqa,correct,mdp3_8,siglip_relevance8,495,380,0.010087719298245612,-0.01754385964912281,0.038157894736842106,0.49865013498650135,0.8349490632332116
internvl35_8b,herbench,correct,mdp3_8,siglip_relevance8,500,49,-0.00814030074234156,-0.056197769067667026,0.04108692044916534,0.7492250774922508,0.952809066919395
internvl35_8b,lvbench,correct,mdp3_8,siglip_relevance8,500,103,0.023378024348898137,-0.020842965017722294,0.06690899984589302,0.31156884311568844,0.6444384133015271
internvl35_8b,nextgqa,correct,mdp3_8,siglip_relevance8,495,380,0.0287280701754386,-0.0028508771929824555,0.06096491228070176,0.08239176082391761,0.291742254345994
perception_lm_8b,herbench,correct,mdp3_8,siglip_relevance8,500,49,0.045652590040345144,0.0033472975437261144,0.08679829099471957,0.039196080391960805,0.21340723070550088
perception_lm_8b,lvbench,correct,mdp3_8,siglip_relevance8,500,103,0.038330251194328854,-0.0016297773154569314,0.07559475651101863,0.05909409059094091,0.26287656948590854
perception_lm_8b,nextgqa,correct,mdp3_8,siglip_relevance8,495,380,0.024561403508771926,-0.0008826754385964872,0.0506578947368421,0.06829317068293171,0.265789637252491
qwen3_vl_32b,herbench,correct,mdp3_8,siglip_relevance8,500,49,0.02131524937647386,-0.02200249580351621,0.0630006770440444,0.34266573342665735,0.651114109368284
qwen3_vl_32b,lvbench,correct,mdp3_8,siglip_relevance8,500,103,0.033622283865002316,-0.010518088303282479,0.07717290799815071,0.13788621137886212,0.3746342346897386
qwen3_vl_32b,nextgqa,correct,mdp3_8,siglip_relevance8,495,380,0.005701754385964915,-0.026315789473684206,0.037719298245614034,0.7173282671732827,0.930892625023212
qwen3_vl_4b,herbench,correct,mdp3_8,siglip_relevance8,500,49,-0.0012715459144030552,-0.043439957151691855,0.04094389383292443,0.9513048695130487,0.9941133546219847
qwen3_vl_4b,lvbench,correct,mdp3_8,siglip_relevance8,500,103,0.047353213129912156,0.002356487902604417,0.09489819309600858,0.0448955104489551,0.22292943119481154
qwen3_vl_4b,nextgqa,correct,mdp3_8,siglip_relevance8,495,380,0.0543859649122807,0.02368421052631579,0.0868421052631579,0.000999900009999,0.030596940305969402
videollama3_7b,herbench,correct,mdp3_8,siglip_relevance8,500,49,0.000583458491621757,-0.03359349338303419,0.033157093756583544,0.9734026597340266,0.9941133546219847
videollama3_7b,lvbench,correct,mdp3_8,siglip_relevance8,500,103,-0.012563569116967172,-0.046044556171983365,0.019934408229311137,0.46435356464353567,0.8066621909237648
videollama3_7b,nextgqa,correct,mdp3_8,siglip_relevance8,495,380,0.017324561403508777,-0.01404057017543859,0.04912280701754386,0.28457154284571545,0.6348657441948113
internvl35_38b,herbench,correct,mdp3_8,siglip_dino_submodular8,500,49,0.01258534549350876,-0.028165453452443246,0.05363245314775926,0.5491450854914508,0.8541597453157911
internvl35_38b,lvbench,correct,mdp3_8,siglip_dino_submodular8,500,103,-0.023135305902296194,-0.07122466867005701,0.020651968716289076,0.3321667833216678,0.651114109368284
internvl35_38b,nextgqa,correct,mdp3_8,siglip_dino_submodular8,495,380,-0.009649122807017544,-0.03684210526315789,0.0162280701754386,0.47055294470552944,0.8066621909237648
internvl35_8b,herbench,correct,mdp3_8,siglip_dino_submodular8,500,49,0.00840466223119284,-0.0384501326338061,0.056570797399879025,0.7238276172382762,0.930892625023212
internvl35_8b,lvbench,correct,mdp3_8,siglip_dino_submodular8,500,103,0.009061488673139158,-0.03137135922330097,0.04896035598705499,0.6603339666033397,0.9014041992027212
internvl35_8b,nextgqa,correct,mdp3_8,siglip_dino_submodular8,495,380,0.008771929824561405,-0.018421052631578946,0.0368421052631579,0.5491450854914508,0.8541597453157911
perception_lm_8b,herbench,correct,mdp3_8,siglip_dino_submodular8,500,49,0.03449872123341511,0.00025926171334334544,0.06816715031000745,0.060693930606939304,0.26287656948590854
perception_lm_8b,lvbench,correct,mdp3_8,siglip_dino_submodular8,500,103,0.023952072738480504,-0.011095893049776547,0.0587574163969795,0.195980401959804,0.49128880215426735
perception_lm_8b,nextgqa,correct,mdp3_8,siglip_dino_submodular8,495,380,0.0013157894736842105,-0.019736842105263157,0.02236842105263158,1.0,1.0
qwen3_vl_32b,herbench,correct,mdp3_8,siglip_dino_submodular8,500,49,0.017938127632005182,-0.013184461513543145,0.04837787495950761,0.25837416258374163,0.5999400059994001
qwen3_vl_32b,lvbench,correct,mdp3_8,siglip_dino_submodular8,500,103,0.0449684080752042,0.010294344274926804,0.07972800123285559,0.014498550144985502,0.1304869513048695
qwen3_vl_32b,nextgqa,correct,mdp3_8,siglip_dino_submodular8,495,380,-0.003289473684210526,-0.030921052631578943,0.025219298245614037,0.8275172482751725,0.9604415558444156
qwen3_vl_4b,herbench,correct,mdp3_8,siglip_dino_submodular8,500,49,-0.016213151927437643,-0.05176620431722472,0.01985881040727978,0.3845615438456154,0.7009729406806154
qwen3_vl_4b,lvbench,correct,mdp3_8,siglip_dino_submodular8,500,103,0.05259670211126523,0.014740137155185698,0.09258032824780396,0.0098990100989901,0.10965057340419805
qwen3_vl_4b,nextgqa,correct,mdp3_8,siglip_dino_submodular8,495,380,0.029605263157894735,0.0004385964912280733,0.06008771929824562,0.049095090490950906,0.23565643435656433
videollama3_7b,herbench,correct,mdp3_8,siglip_dino_submodular8,500,49,0.006600853794731345,-0.026252920832002462,0.039553349145185865,0.7043295670432956,0.9304904371948125
videollama3_7b,lvbench,correct,mdp3_8,siglip_dino_submodular8,500,103,0.008402681460933887,-0.024618585298196948,0.041354889042995835,0.6196380361963804,0.8808530911614721
videollama3_7b,nextgqa,correct,mdp3_8,siglip_dino_submodular8,495,380,0.010964912280701757,-0.018421052631578946,0.041677631578947216,0.46795320467953205,0.8066621909237648
internvl35_38b,herbench,correct,mdp3_8,bolt_its8,500,49,-0.005769882045392249,-0.0419172203929857,0.029763017594650245,0.7609239076092391,0.952809066919395
internvl35_38b,lvbench,correct,mdp3_8,bolt_its8,500,103,0.029542302357836336,-0.026953498227770076,0.08499942209893661,0.31326867313268675,0.6444384133015271
internvl35_38b,nextgqa,correct,mdp3_8,bolt_its8,495,380,0.0008771929824561396,-0.023245614035087722,0.025,0.9731026897310269,0.9941133546219847
internvl35_8b,herbench,correct,mdp3_8,bolt_its8,500,49,-0.034524460799971,-0.08887910346456264,0.020332345517294476,0.2253774622537746,0.5500738061787042
internvl35_8b,lvbench,correct,mdp3_8,bolt_its8,500,103,0.015849899830482354,-0.031132686084142387,0.061797272306981045,0.5188481151884812,0.849024188490242
internvl35_8b,nextgqa,correct,mdp3_8,bolt_its8,495,380,0.0008771929824561419,-0.02894736842105263,0.03070175438596491,0.9427057294270573,0.9941133546219847
perception_lm_8b,herbench,correct,mdp3_8,bolt_its8,500,49,0.033368360664279034,-0.007087161704508644,0.0749222659426741,0.11678832116788321,0.32975525976814085
perception_lm_8b,lvbench,correct,mdp3_8,bolt_its8,500,103,0.0210124826629681,-0.023886577284635543,0.06372437971952533,0.3481651834816518,0.651114109368284
perception_lm_8b,nextgqa,correct,mdp3_8,bolt_its8,495,380,0.021052631578947364,-0.0013157894736842111,0.044517543859649115,0.07429257074292571,0.2815297417626659
qwen3_vl_32b,herbench,correct,mdp3_8,bolt_its8,500,49,0.006586922148146634,-0.04101728132978133,0.05156840962325654,0.7912208779122087,0.9565092271260679
qwen3_vl_32b,lvbench,correct,mdp3_8,bolt_its8,500,103,0.038391893974418244,-0.010733645399907541,0.08314166281399288,0.1131886811318868,0.325983401659834
qwen3_vl_32b,nextgqa,correct,mdp3_8,bolt_its8,495,380,0.0331140350877193,0.004824561403508772,0.06184210526315789,0.0216978302169783,0.15622437756224378
qwen3_vl_4b,herbench,correct,mdp3_8,bolt_its8,500,49,-0.022216190838639818,-0.06273823894359608,0.01849612759689288,0.29657034296570345,0.6374049162247954
qwen3_vl_4b,lvbench,correct,mdp3_8,bolt_its8,500,103,0.045869933734011416,-0.0017267683772538114,0.09360494683310218,0.0598940105989401,0.26287656948590854
qwen3_vl_4b,nextgqa,correct,mdp3_8,bolt_its8,495,380,0.023903508771929823,-0.0065789473684210505,0.05460526315789474,0.12388761123887611,0.34307338496919537
videollama3_7b,herbench,correct,mdp3_8,bolt_its8,500,49,0.0012606158014321252,-0.03130546819960086,0.0333597121415999,0.938006199380062,0.9941133546219847
videollama3_7b,lvbench,correct,mdp3_8,bolt_its8,500,103,-0.0044613962089690255,-0.03969024503005085,0.029427877947295407,0.7921207879212079,0.9565092271260679
videollama3_7b,nextgqa,correct,mdp3_8,bolt_its8,495,380,0.009649122807017544,-0.022807017543859647,0.04342105263157895,0.5745425457454254,0.8708855430246447
internvl35_38b,herbench,correct,plain_dpp_8,uniform8,500,49,0.02798748870177442,-0.021017546795608022,0.08167938637326393,0.3060693930606939,0.6444384133015271
internvl35_38b,lvbench,correct,plain_dpp_8,uniform8,500,103,0.07651024811218986,0.03527508090614887,0.11895997071967947,0.0006999300069993001,0.030596940305969402
internvl35_38b,nextgqa,correct,plain_dpp_8,uniform8,495,380,-0.0074561403508771945,-0.03508771929824562,0.020175438596491225,0.6077392260773923,0.8751444855514449
internvl35_8b,herbench,correct,plain_dpp_8,uniform8,500,49,0.011438136693238734,-0.03294865211319293,0.06067994080749182,0.6428357164283571,0.8987217783076061
internvl35_8b,lvbench,correct,plain_dpp_8,uniform8,500,103,0.08319848975188782,0.03280012328556019,0.13273241254430573,0.0012998700129987,0.030596940305969402
internvl35_8b,nextgqa,correct,plain_dpp_8,uniform8,495,380,-0.019956140350877193,-0.04846491228070176,0.007894736842105263,0.16718328167183283,0.44582208445822086
perception_lm_8b,herbench,correct,plain_dpp_8,uniform8,500,49,0.0625430974920771,0.020218475543730647,0.10593484180218875,0.006899310068993101,0.09031824090318241
perception_lm_8b,lvbench,correct,plain_dpp_8,uniform8,500,103,0.05181460933888119,0.004804284173216213,0.09779752273077516,0.034996500349965,0.21057894210578942
perception_lm_8b,nextgqa,correct,plain_dpp_8,uniform8,495,380,0.0168859649122807,-0.011622807017543861,0.04583333333333333,0.2525747425257474,0.596242015142748
qwen3_vl_32b,herbench,correct,plain_dpp_8,uniform8,500,49,0.03805735081245285,-0.005287911493268638,0.07901319343921384,0.0837916208379162,0.291742254345994
qwen3_vl_32b,lvbench,correct,plain_dpp_8,uniform8,500,103,0.08539836646632762,0.034965518569887506,0.13816477885652642,0.0014998500149985001,0.030596940305969402
qwen3_vl_32b,nextgqa,correct,plain_dpp_8,uniform8,495,380,-0.008114035087719297,-0.03684210526315789,0.020394736842105264,0.5885411458854115,0.8723491287234914
qwen3_vl_4b,herbench,correct,plain_dpp_8,uniform8,500,49,0.01026926588151078,-0.040995843725435556,0.058603181115936195,0.6988301169883012,0.9304904371948125
qwen3_vl_4b,lvbench,correct,plain_dpp_8,uniform8,500,103,0.08692787794729541,0.03529039528432733,0.1390267182924949,0.0016998300169983002,0.030596940305969402
qwen3_vl_4b,nextgqa,correct,plain_dpp_8,uniform8,495,380,0.03333333333333334,0.002412280701754389,0.06513157894736842,0.041495850414958506,0.21340723070550088
videollama3_7b,herbench,correct,plain_dpp_8,uniform8,500,49,-0.0034553315165560057,-0.02844142960214389,0.021222115469564446,0.7902209779022098,0.9565092271260679
videollama3_7b,lvbench,correct,plain_dpp_8,uniform8,500,103,0.033618431191246724,-0.0044082293111419365,0.0736326860841424,0.09979002099790021,0.29937006299370067
videollama3_7b,nextgqa,correct,plain_dpp_8,uniform8,495,380,-0.006578947368421052,-0.034210526315789476,0.021491228070175443,0.6635336466353364,0.9014041992027212
internvl35_38b,herbench,correct,plain_dpp_8,siglip_relevance8,500,49,-0.0011728634177613794,-0.05472977631778652,0.052922934491812006,0.9645035496450355,0.9941133546219847
internvl35_38b,lvbench,correct,plain_dpp_8,siglip_relevance8,500,103,0.015376020958545237,-0.031701533364154724,0.059419787332408686,0.5143485651434857,0.849024188490242
internvl35_38b,nextgqa,correct,plain_dpp_8,siglip_relevance8,495,380,0.007017543859649122,-0.020175438596491225,0.034210526315789476,0.6239376062393761,0.8808530911614721
internvl35_8b,herbench,correct,plain_dpp_8,siglip_relevance8,500,49,0.019517670538078704,-0.023986625619278674,0.0627709988424274,0.392960703929607,0.7073292670732927
internvl35_8b,lvbench,correct,plain_dpp_8,siglip_relevance8,500,103,0.03485899214054554,-0.0166308368007397,0.08524811218985973,0.19188081191880813,0.49128880215426735
internvl35_8b,nextgqa,correct,plain_dpp_8,siglip_relevance8,495,380,0.009429824561403512,-0.023026315789473683,0.04233004385964905,0.5698430156984302,0.8708855430246447
perception_lm_8b,herbench,correct,plain_dpp_8,siglip_relevance8,500,49,0.059405135680645885,0.021403002468053493,0.09843147923505066,0.003999600039996,0.063993600639936
perception_lm_8b,lvbench,correct,plain_dpp_8,siglip_relevance8,500,103,0.03931653567575897,0.007072931114193252,0.07187172522730775,0.021597840215978402,0.15622437756224378
perception_lm_8b,nextgqa,correct,plain_dpp_8,siglip_relevance8,495,380,0.01864035087719298,-0.00942982456140351,0.04649122807017543,0.19788021197880212,0.49128880215426735
qwen3_vl_32b,herbench,correct,plain_dpp_8,siglip_relevance8,500,49,0.03490098337037112,-0.003991551957113187,0.07325373464404074,0.08509149085091491,0.291742254345994
qwen3_vl_32b,lvbench,correct,plain_dpp_8,siglip_relevance8,500,103,0.03311373092926491,-0.0052716134997688405,0.07348589921405455,0.09609039096090391,0.2974681255278728
qwen3_vl_32b,nextgqa,correct,plain_dpp_8,siglip_relevance8,495,380,0.00021929824561403607,-0.03201754385964912,0.03267543859649123,0.9984001599840016,1.0
qwen3_vl_4b,herbench,correct,plain_dpp_8,siglip_relevance8,500,49,0.003473000921980514,-0.04034493992402155,0.04864865151854945,0.8814118588141185,0.9688802112155196
qwen3_vl_4b,lvbench,correct,plain_dpp_8,siglip_relevance8,500,103,0.0589112343966713,0.007114828941285256,0.11069011018646939,0.028997100289971003,0.19883725913122974
qwen3_vl_4b,nextgqa,correct,plain_dpp_8,siglip_relevance8,495,380,0.06074561403508773,0.030263157894736843,0.09210526315789473,9.999000099990002e-05,0.014398560143985602
videollama3_7b,herbench,correct,plain_dpp_8,siglip_relevance8,500,49,0.00016330041840245782,-0.03381473260299791,0.033903965224118274,0.9913008699130087,1.0
videollama3_7b,lvbench,correct,plain_dpp_8,siglip_relevance8,500,103,-0.011280628756356915,-0.04586222838650023,0.025854137771613456,0.5516448355164484,0.8541597453157911
videollama3_7b,nextgqa,correct,plain_dpp_8,siglip_relevance8,495,380,0.0037280701754385972,-0.02807017543859649,0.035964912280701755,0.8337166283371663,0.9604415558444156
internvl35_38b,herbench,correct,plain_dpp_8,siglip_dino_submodular8,500,49,0.014012433145086203,-0.028748076611597017,0.05732440957568506,0.531946805319468,0.8541597453157911
internvl35_38b,lvbench,correct,plain_dpp_8,siglip_dino_submodular8,500,103,-0.002142086608106022,-0.051733703190013865,0.04410617968870395,0.9286071392860714,0.9941133546219847
internvl35_38b,nextgqa,correct,plain_dpp_8,siglip_dino_submodular8,495,380,-0.012719298245614036,-0.039473684210526314,0.013596491228070178,0.3444655534446555,0.651114109368284
internvl35_8b,herbench,correct,plain_dpp_8,siglip_dino_submodular8,500,49,0.0360626335116131,-0.007239818713033002,0.07827455212021536,0.10748925107489252,0.3158867786690719
internvl35_8b,lvbench,correct,plain_dpp_8,siglip_dino_submodular8,500,103,0.020542456464786567,-0.02153952843273231,0.06125866851595005,0.34036596340365965,0.651114109368284
internvl35_8b,nextgqa,correct,plain_dpp_8,siglip_dino_submodular8,495,380,-0.010526315789473682,-0.03991228070175438,0.018421052631578946,0.49555044495550443,0.8349490632332116
perception_lm_8b,herbench,correct,plain_dpp_8,siglip_dino_submodular8,500,49,0.04825126687371585,0.011999635851676668,0.08485035797535796,0.0143985601439856,0.1304869513048695
perception_lm_8b,lvbench,correct,plain_dpp_8,siglip_dino_submodular8,500,103,0.024938357219910615,-0.012363711665896126,0.06012145554014485,0.18638136186381363,0.487980292879803
perception_lm_8b,nextgqa,correct,plain_dpp_8,siglip_dino_submodular8,495,380,-0.004605263157894736,-0.02631578947368421,0.017105263157894738,0.724027597240276,0.930892625023212
qwen3_vl_32b,herbench,correct,plain_dpp_8,siglip_dino_submodular8,500,49,0.03152386162590244,-0.0036834707242870517,0.06674620022834309,0.09419058094190581,0.2974681255278728
qwen3_vl_32b,lvbench,correct,plain_dpp_8,siglip_dino_submodular8,500,103,0.044459855139466785,0.007026891662813994,0.08323624595469252,0.019598040195980403,0.15622437756224378
qwen3_vl_32b,nextgqa,correct,plain_dpp_8,siglip_dino_submodular8,495,380,-0.008771929824561403,-0.03706140350877193,0.019956140350877193,0.5429457054294571,0.8541597453157911
qwen3_vl_4b,herbench,correct,plain_dpp_8,siglip_dino_submodular8,500,49,-0.011468605091054067,-0.05229912802616884,0.02935346753586548,0.5833416658334166,0.8723491287234914
qwen3_vl_4b,lvbench,correct,plain_dpp_8,siglip_dino_submodular8,500,103,0.06415472337802436,0.020750115580212673,0.11267857142857138,0.0051994800519948,0.07487251274872513
qwen3_vl_4b,nextgqa,correct,plain_dpp_8,siglip_dino_submodular8,495,380,0.035964912280701755,0.0074561403508771945,0.06578947368421054,0.014298570142985701,0.1304869513048695
videollama3_7b,herbench,correct,plain_dpp_8,siglip_dino_submodular8,500,49,0.006180695721512049,-0.024933399225491062,0.03591270973924035,0.6996300369963003,0.9304904371948125
videollama3_7b,lvbench,correct,plain_dpp_8,siglip_dino_submodular8,500,103,0.009685621821544149,-0.025428224687933428,0.04655570966250578,0.5997400259974003,0.8723491287234914
videollama3_7b,nextgqa,correct,plain_dpp_8,siglip_dino_submodular8,495,380,-0.0026315789473684197,-0.031578947368421054,0.02587719298245614,0.8628137186281372,0.9688802112155196
internvl35_38b,herbench,correct,plain_dpp_8,bolt_its8,500,49,-0.004342794393814803,-0.04741074189416026,0.03561455692833244,0.8436156384361564,0.9641321582127501
internvl35_38b,lvbench,correct,plain_dpp_8,bolt_its8,500,103,0.0505355216520265,-0.003776198181537992,0.1039202881799969,0.0664933506649335,0.265789637252491
internvl35_38b,nextgqa,correct,plain_dpp_8,bolt_its8,495,380,-0.002192982456140352,-0.028070175438596495,0.02368421052631579,0.8748125187481252,0.9688802112155196
internvl35_8b,herbench,correct,plain_dpp_8,bolt_its8,500,49,-0.0068664895195507435,-0.05479915917415917,0.042050033300033304,0.7821217878212179,0.9565092271260679
internvl35_8b,lvbench,correct,plain_dpp_8,bolt_its8,500,103,0.027330867622129752,-0.028564493758668503,0.0813457389428263,0.33936606339366066,0.651114109368284
internvl35_8b,nextgqa,correct,plain_dpp_8,bolt_its8,495,380,-0.018421052631578946,-0.049561403508771924,0.011842105263157897,0.24867513248675133,0.596242015142748
perception_lm_8b,herbench,correct,plain_dpp_8,bolt_its8,500,49,0.04712090630457977,0.007053839726033602,0.09009708262259278,0.030996900309969003,0.202888802028888
perception_lm_8b,lvbench,correct,plain_dpp_8,bolt_its8,500,103,0.021998767144398208,-0.023002773925104025,0.064295538603791,0.33566643335666435,0.651114109368284
perception_lm_8b,nextgqa,correct,plain_dpp_8,bolt_its8,495,380,0.01513157894736842,-0.010745614035087721,0.04078947368421053,0.26247375262473754,0.5999400059994001
qwen3_vl_32b,herbench,correct,plain_dpp_8,bolt_its8,500,49,0.020172656142043895,-0.02496439926286865,0.06518437911295054,0.37106289371062895,0.6850391883888535
qwen3_vl_32b,lvbench,correct,plain_dpp_8,bolt_its8,500,103,0.037883341038680844,-0.005517221451687472,0.08060901140391427,0.09349065093490651,0.2974681255278728
qwen3_vl_32b,nextgqa,correct,plain_dpp_8,bolt_its8,495,380,0.02763157894736842,-0.0013157894736842105,0.056578947368421055,0.0638936106389361,0.26287656948590854
qwen3_vl_4b,herbench,correct,plain_dpp_8,bolt_its8,500,49,-0.017471644002256245,-0.05716768775442244,0.02011583796022568,0.39846015398460155,0.7083736070837361
qwen3_vl_4b,lvbench,correct,plain_dpp_8,bolt_its8,500,103,0.05742795500077054,0.006192787794729546,0.11182058098320234,0.041495850414958506,0.21340723070550088
qwen3_vl_4b,nextgqa,correct,plain_dpp_8,bolt_its8,495,380,0.030263157894736843,-0.00219298245614035,0.06228070175438597,0.06209379062093791,0.26287656948590854
videollama3_7b,herbench,correct,plain_dpp_8,bolt_its8,500,49,0.000840457728212827,-0.02907817097868118,0.031091271257087567,0.9575042495750425,0.9941133546219847
videollama3_7b,lvbench,correct,plain_dpp_8,bolt_its8,500,103,-0.0031784558483587636,-0.03990984743411928,0.036085876098012004,0.8699130086991301,0.9688802112155196
videollama3_7b,nextgqa,correct,plain_dpp_8,bolt_its8,495,380,-0.003947368421052632,-0.03464912280701755,0.02675438596491228,0.815018498150185,0.9565092271260679
