model,benchmark,topology,cells,mean_interaction,median_interaction,mean_absolute_interaction,negative_rate
videollama3_7b,herbench,boundary_outside,1500,0.001032778670390447,9.615719318389893e-05,0.0850024607082208,0.5
videollama3_7b,herbench,evidence_boundary,1500,-0.004056324151655038,-0.0014594495296478271,0.09217009984205167,0.5046666666666667
videollama3_7b,herbench,evidence_evidence_distinct_interval,1143,-0.013867244026635889,-0.001237332820892334,0.11465093548868376,0.5074365704286964
videollama3_7b,herbench,evidence_evidence_same_interval,357,-0.027551598784302463,-0.02216857671737671,0.09543908105677917,0.5826330532212886
videollama3_7b,herbench,evidence_outside,1500,-0.003283531111975511,-0.002078309655189514,0.09142729834963878,0.5093333333333333
videollama3_7b,herbench,outside_outside,1500,-0.005893276984492938,-0.001856982707977295,0.07998639953633149,0.506
