model,benchmark,condition,items,accuracy,mean_logodds,median_logodds,mean_gold_probability,mean_seconds
internvl35_38b,nextgqa,dose1,500,0.814,3.6529378886010737,3.626365054398775,0.7868193966095685,0.6179839611053467
internvl35_38b,nextgqa,dose2,500,0.836,3.89088541394622,3.9119808292016387,0.8008673938455001,0.6168898148536682
internvl35_38b,nextgqa,dose4,500,0.842,4.050683967897199,4.078088819980621,0.8101863543106159,0.6169403867721558
internvl35_38b,nextgqa,dose8,500,0.84,4.315739496420298,4.103741372935474,0.8129055765926321,0.6169148144721985
internvl35_38b,nextgqa,middle1,500,0.732,2.550427128764705,2.422057695686817,0.6988820281500734,0.12813627195358276
internvl35_38b,nextgqa,oracle4_distractor4,500,0.842,4.050683967897199,4.078088819980621,0.8101863543106159,0.6167995891571045
internvl35_38b,nextgqa,oracle8,500,0.84,4.315739496420298,4.103741372935474,0.8129055765926321,0.6168716559410096
internvl35_38b,nextgqa,oracle8_reversed,500,0.822,3.9672476956677754,3.919191751629114,0.7900577685170486,0.6170341215133667
internvl35_38b,nextgqa,oracle8_shuffled,500,0.834,4.125584487979019,3.943980285897851,0.8067787739603366,0.616852409362793
internvl35_38b,nextgqa,question_only,500,0.534,0.2535234938305275,-0.0532764196395874,0.5092945388556914,0.04694406652450561
internvl35_38b,nextgqa,uniform16,500,0.828,3.9674155480070556,4.189653791487217,0.7980477716861191,1.1894618172645568
internvl35_38b,nextgqa,uniform32,1,1.0,7.414298358256929,7.414298358256929,0.9993977599521875,2.355102300643921
internvl35_38b,nextgqa,uniform4,500,0.806,3.3962068059449133,3.1361634396016598,0.7721284946607484,0.3151031823158264
internvl35_38b,nextgqa,uniform8,500,0.812,3.586141867269682,3.48218856099993,0.778642129594657,0.5767010364532471
