model,benchmark,condition,items,accuracy,mean_logodds,evidence_recall_at_k,temporal_coverage,charged_candidate_frames,mean_seconds
internvl35_8b,lvbench,mdp3_8,500,0.394,-0.5979092848397772,0.0255,0.822952380952381,64.0,0.11100499296188354
internvl35_8b,lvbench,plain_dpp_8,500,0.4,-0.5977823341479116,0.02775,0.8087619047619048,64.0,0.10985808801651001
